ID: five_uneven_peak_trap	Date: 2019-04-08 21:15:41	Runs: 1
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	198.7858	86.9288	0.0000	0.0001
1	200.0000	78.2600	0.0000	0.0002
2	200.0000	100.5333	0.0000	0.0003
3	200.0000	97.6634	0.0000	0.0004
4	200.0000	90.7624	0.0000	0.0005
5	200.0000	106.9732	0.0000	0.0006
6	200.0000	103.1064	0.0000	0.0007
7	200.0000	108.3792	0.0000	0.0008
8	200.0000	109.8314	0.0000	0.0009
9	200.0000	109.0616	0.0000	0.0011
10	200.0000	118.4910	0.0000	0.0012
11	200.0000	115.8920	0.0000	0.0013
12	200.0000	114.4305	0.0000	0.0014
13	200.0000	117.6130	0.0000	0.0015
14	200.0000	129.2172	0.0000	0.0016
15	200.0000	132.2679	0.0000	0.0017
16	200.0000	121.4325	0.0000	0.0018
17	200.0000	118.4325	0.0000	0.0019
18	200.0000	127.0694	0.0000	0.0020
19	200.0000	136.4870	0.0000	0.0021
20	200.0000	132.0178	0.0000	0.0022
21	200.0000	131.1773	0.0000	0.0023
22	200.0000	137.0613	0.0000	0.0025
23	200.0000	139.5111	0.0000	0.0026
24	200.0000	135.9037	0.0000	0.0027
25	200.0000	136.8233	0.0000	0.0028
26	200.0000	139.7578	0.0000	0.0029
27	200.0000	137.1594	0.0000	0.0030
28	200.0000	138.9966	0.0000	0.0031
29	200.0000	138.4797	0.0000	0.0032
30	200.0000	137.1842	0.0000	0.0033
31	200.0000	132.8823	0.0000	0.0034
32	200.0000	140.4168	0.0000	0.0035
33	200.0000	140.9707	0.0000	0.0037
34	200.0000	149.3440	0.0000	0.0038
35	200.0000	144.0926	0.0000	0.0039
36	200.0000	141.8716	0.0000	0.0040
37	200.0000	144.7836	0.0000	0.0041
38	200.0000	145.0681	0.0000	0.0042
39	200.0000	143.7079	0.0000	0.0043
40	200.0000	142.8755	0.0000	0.0044
41	200.0000	144.6750	0.0000	0.0045
42	200.0000	147.8589	0.0000	0.0046
43	200.0000	146.2491	0.0000	0.0048
44	200.0000	148.1903	0.0000	0.0049
45	200.0000	143.4575	0.0000	0.0050
46	200.0000	150.2599	0.0000	0.0051
47	200.0000	147.0895	0.0000	0.0052
48	200.0000	147.5357	0.0000	0.0053
49	200.0000	146.7119	0.0000	0.0054
50	200.0000	143.1373	0.0000	0.0055
51	200.0000	151.8350	0.0000	0.0056
52	200.0000	150.7788	0.0000	0.0057
53	200.0000	150.7979	0.0000	0.0058
54	200.0000	147.5327	0.0000	0.0059
55	200.0000	154.2043	0.0000	0.0060
56	200.0000	151.6407	0.0000	0.0061
57	200.0000	148.8448	0.0000	0.0063
58	200.0000	151.3062	0.0000	0.0064
59	200.0000	150.7751	0.0000	0.0065
