ID: vincent	Date: 2018-06-20 14:17:17	Runs: 3
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	0.9929	0.2323	1.0000	35313.7598
1	0.9988	0.3301	0.9988	57066.6425
2	0.9988	0.3603	0.9987	78545.7559
3	0.9988	0.4468	0.9994	99508.1322
4	0.9988	0.5118	0.9976	120077.3849
5	0.9988	0.5307	0.9976	140403.6772
6	0.9988	0.5746	0.9960	160837.0023
7	0.9988	0.6141	0.9962	181084.9767
8	0.9988	0.6455	0.9950	201198.7710
9	0.9988	0.6803	0.9957	222649.1487
10	0.9992	0.7039	0.9951	242656.0037
11	0.9992	0.7185	0.9942	262600.2145
12	0.9992	0.7506	0.9932	282395.0918
13	0.9992	0.7604	0.9922	302439.9097
14	0.9994	0.7859	0.9910	322218.0119
15	0.9994	0.8019	0.9898	342017.3986
16	0.9998	0.8178	0.9887	362966.7988
17	0.9998	0.8361	0.9871	383186.0273
18	0.9998	0.8394	0.9866	403162.5865
19	0.9998	0.8499	0.9854	423640.9028
20	0.9998	0.8662	0.9841	443883.3063
21	0.9998	0.8765	0.9830	476107.2123
22	0.9998	0.8769	0.9821	518854.0664
23	0.9998	0.8964	0.9812	560116.3895
24	0.9998	0.8922	0.9805	602303.2019
25	0.9998	0.9055	0.9799	624398.9987
26	1.0000	0.9105	0.9791	646263.6995
27	1.0000	0.9158	0.9783	667158.8771
28	1.0000	0.9234	0.9781	687520.0958
29	1.0000	0.9259	0.9779	710046.5102
30	1.0000	0.9310	0.9768	732095.0170
31	1.0000	0.9345	0.9757	753961.0269
32	1.0000	0.9396	0.9748	774474.8468
33	1.0000	0.9399	0.9745	795879.7984
34	1.0000	0.9423	0.9742	817530.2310
35	1.0000	0.9484	0.9739	840261.9908
36	1.0000	0.9500	0.9735	862896.5089
37	1.0000	0.9504	0.9733	884978.2770
38	1.0000	0.9550	0.9730	906930.9282
39	1.0000	0.9556	0.9724	927990.7458
40	1.0000	0.9587	0.9720	950377.4180
41	1.0000	0.9592	0.9716	971588.7032
42	1.0000	0.9659	0.9713	995756.2966
43	1.0000	0.9639	0.9712	1017125.1576
44	1.0000	0.9687	0.9708	1037552.6440
45	1.0000	0.9675	0.9706	1059417.6700
46	1.0000	0.9701	0.9702	1079835.4249
47	1.0000	0.9696	0.9697	1101126.1775
48	1.0000	0.9714	0.9695	1122353.0505
49	1.0000	0.9747	0.9693	1143468.0619
50	1.0000	0.9765	0.9691	1166051.8935
51	1.0000	0.9737	0.9690	1189443.7611
52	1.0000	0.9778	0.9687	1211365.0758
53	1.0000	0.9795	0.9685	1231962.0006
54	1.0000	0.9780	0.9684	1251810.4002
55	1.0000	0.9809	0.9681	1273006.6745
56	1.0000	0.9813	0.9679	1294616.4060
57	1.0000	0.9797	0.9677	1315285.0833
58	1.0000	0.9822	0.9675	1336594.9910
59	1.0000	0.9809	0.9674	1366191.6544
60	1.0000	0.9832	0.9672	1404112.2730
61	1.0000	0.9852	0.9669	1424700.5901
62	1.0000	0.9851	0.9666	1446531.6818
63	1.0000	0.9850	0.9666	1468383.2016
64	1.0000	0.9849	0.9664	1489031.6942
65	1.0000	0.9853	0.9663	1509961.8394
66	1.0000	0.9884	0.9661	1531506.3238
67	1.0000	0.9869	0.9660	1553229.7690
68	1.0000	0.9879	0.9657	1575418.1068
69	1.0000	0.9883	0.9656	1597635.8323
70	1.0000	0.9889	0.9655	1618556.9298
71	1.0000	0.9902	0.9654	1646935.1315
72	1.0000	0.9893	0.9652	1687790.1795
73	1.0000	0.9871	0.9649	1727976.2042
74	1.0000	0.9892	0.9648	1769005.7228
75	1.0000	0.9907	0.9648	1810709.2133
76	1.0000	0.9901	0.9647	1833037.3445
77	1.0000	0.9900	0.9646	1854286.6328
78	1.0000	0.9904	0.9645	1876469.7964
79	1.0000	0.9890	0.9645	1911845.2015
80	1.0000	0.9907	0.9644	1952814.5912
81	1.0000	0.9901	0.9642	1992573.0579
82	1.0000	0.9898	0.9642	2033957.3135
83	1.0000	0.9914	0.9641	2074153.0402
84	1.0000	0.9932	0.9640	2106250.0589
85	1.0000	0.9923	0.9641	2148762.6972
86	1.0000	0.9918	0.9641	2190454.5567
87	1.0000	0.9933	0.9641	2230234.1893
88	1.0000	0.9926	0.9640	2267186.2791
89	1.0000	0.9935	0.9639	2306774.4427
90	1.0000	0.9926	0.9639	2347315.4564
91	1.0000	0.9934	0.9639	2388753.9589
92	1.0000	0.9928	0.9639	2429878.6936
93	1.0000	0.9943	0.9638	2470778.5757
94	1.0000	0.9937	0.9637	2512141.8753
95	1.0000	0.9926	0.9636	2551632.5102
96	1.0000	0.9931	0.9635	2573579.3622
97	1.0000	0.9915	0.9634	2607391.2785
98	1.0000	0.9939	0.9634	2647514.5521
99	1.0000	0.9949	0.9634	2686384.1646
100	1.0000	0.9945	0.9633	2709582.1011
101	1.0000	0.9928	0.9633	2731348.4454
102	1.0000	0.9941	0.9633	2754804.9545
103	1.0000	0.9927	0.9633	2786100.5297
104	1.0000	0.9940	0.9632	2809652.3414
105	1.0000	0.9948	0.9631	2851932.7178
106	1.0000	0.9939	0.9630	2896068.6324
107	1.0000	0.9943	0.9629	2938901.9628
108	1.0000	0.9936	0.9629	2981954.4117
109	1.0000	0.9964	0.9628	3023925.1916
110	1.0000	0.9953	0.9628	3066200.5098
111	1.0000	0.9957	0.9627	3108370.0373
112	1.0000	0.9946	0.9626	3151512.5785
113	1.0000	0.9951	0.9626	3195135.4523
114	1.0000	0.9938	0.9625	3238086.0991
115	1.0000	0.9924	0.9624	3273394.4438
116	1.0000	0.9945	0.9624	3295651.1633
117	1.0000	0.9961	0.9624	3330471.6535
118	1.0000	0.9962	0.9624	3372687.3367
119	1.0000	0.9946	0.9623	3414521.4577
120	1.0000	0.9949	0.9623	3438881.6693
121	1.0000	0.9950	0.9623	3476621.0113
122	1.0000	0.9948	0.9623	3518032.1693
123	1.0000	0.9966	0.9623	3559981.9806
124	1.0000	0.9959	0.9622	3600657.1698
125	1.0000	0.9953	0.9622	3626801.0855
126	1.0000	0.9964	0.9622	3666482.4753
127	1.0000	0.9959	0.9621	3707709.7254
128	1.0000	0.9957	0.9621	3751765.8660
129	1.0000	0.9970	0.9621	3795716.8350
130	1.0000	0.9960	0.9621	3839227.2792
131	1.0000	0.9963	0.9620	3882557.7810
132	1.0000	0.9967	0.9620	3911327.2259
133	1.0000	0.9969	0.9619	3934123.7543
134	1.0000	0.9968	0.9619	3958784.6291
135	1.0000	0.9981	0.9619	3985692.8637
136	1.0000	0.9958	0.9619	4011836.0994
137	1.0000	0.9955	0.9619	4035729.1458
138	1.0000	0.9962	0.9619	4060694.8512
139	1.0000	0.9962	0.9618	4084777.8852
140	1.0000	0.9970	0.9618	4126419.5054
141	1.0000	0.9961	0.9618	4171042.4755
142	1.0000	0.9964	0.9617	4209244.8835
143	1.0000	0.9971	0.9617	4233695.0543
144	1.0000	0.9976	0.9617	4260572.6886
145	1.0000	0.9963	0.9617	4288773.7780
146	1.0000	0.9977	0.9617	4313510.7641
147	1.0000	0.9963	0.9617	4337325.3222
148	1.0000	0.9962	0.9617	4361091.6512
149	1.0000	0.9976	0.9616	4384972.3203
150	1.0000	0.9965	0.9616	4409301.9018
151	1.0000	0.9980	0.9616	4433328.4988
152	1.0000	0.9975	0.9616	4457148.0834
153	1.0000	0.9974	0.9616	4481241.3826
154	1.0000	0.9977	0.9616	4506057.7571
155	1.0000	0.9970	0.9616	4531238.1740
156	1.0000	0.9978	0.9616	4555262.5926
157	1.0000	0.9975	0.9616	4579499.2487
158	1.0000	0.9972	0.9615	4603349.1781
159	1.0000	0.9964	0.9615	4628527.0035
160	1.0000	0.9968	0.9615	4653073.3423
161	1.0000	0.9969	0.9615	4677275.1036
162	1.0000	0.9969	0.9615	4701852.6740
163	1.0000	0.9972	0.9615	4726988.1649
164	1.0000	0.9973	0.9615	4751357.7170
165	1.0000	0.9974	0.9615	4775794.2038
166	1.0000	0.9978	0.9615	4800333.6668
167	1.0000	0.9979	0.9615	4824960.2418
168	1.0000	0.9983	0.9615	4855082.4080
169	1.0000	0.9974	0.9615	4899354.4140
170	1.0000	0.9981	0.9615	4941589.2239
171	1.0000	0.9967	0.9615	4983577.0710
172	1.0000	0.9980	0.9615	5005161.0007
173	1.0000	0.9971	0.9614	5030744.3058
174	1.0000	0.9965	0.9614	5053453.3513
175	1.0000	0.9974	0.9614	5076098.3768
176	1.0000	0.9969	0.9614	5097750.9007
177	1.0000	0.9978	0.9614	5118309.9198
178	1.0000	0.9986	0.9614	5140259.5644
179	1.0000	0.9981	0.9614	5161555.6474
180	1.0000	0.9974	0.9614	5181528.6865
181	1.0000	0.9985	0.9613	5201367.9459
182	1.0000	0.9978	0.9613	5221049.5996
183	1.0000	0.9986	0.9613	5240921.3192
184	1.0000	0.9980	0.9613	5260891.5427
185	1.0000	0.9983	0.9613	5280893.0860
186	1.0000	0.9986	0.9613	5300622.6318
187	1.0000	0.9980	0.9613	5320522.3353
188	1.0000	0.9981	0.9613	5339865.4435
189	1.0000	0.9986	0.9613	5360387.6822
190	1.0000	0.9979	0.9613	5382786.5882
191	1.0000	0.9977	0.9613	5405787.1518
192	1.0000	0.9980	0.9613	5427287.7316
193	1.0000	0.9979	0.9613	5449754.1220
194	1.0000	0.9982	0.9613	5471627.7971
195	1.0000	0.9980	0.9613	5493363.5421
196	1.0000	0.9986	0.9613	5514879.7979
197	1.0000	0.9982	0.9613	5535235.3976
198	1.0000	0.9983	0.9613	5555534.9195
199	1.0000	0.9973	0.9613	5575923.9626
Pos: [7.706277127919548, 4.111207144698141, 4.111207154034588]

Run: 1
Iter	Gbest	AvrFit	Diver	ETime	
0	0.9965	0.1828	1.0000	31682.1694
1	0.9965	0.2574	0.9992	50440.9757
2	0.9995	0.3482	0.9978	69274.8184
3	0.9995	0.4168	0.9944	87843.6379
4	0.9995	0.4688	0.9928	106221.6010
5	0.9995	0.5132	0.9917	124407.8193
6	0.9995	0.5569	0.9902	142360.7435
7	0.9995	0.6000	0.9887	160386.3490
8	0.9995	0.6383	0.9871	178422.1117
9	0.9995	0.6769	0.9863	195934.1757
10	0.9995	0.6900	0.9852	213815.5520
11	0.9995	0.7199	0.9849	231296.2940
12	0.9995	0.7330	0.9836	249051.1439
13	0.9995	0.7637	0.9825	266587.9319
14	0.9995	0.7799	0.9819	284203.8167
15	0.9995	0.7924	0.9813	302745.8582
16	0.9995	0.8009	0.9807	320041.1973
17	0.9995	0.8186	0.9798	338138.6685
18	0.9999	0.8380	0.9795	356514.6806
19	0.9999	0.8529	0.9781	373902.4384
20	0.9999	0.8575	0.9780	390645.8576
21	0.9999	0.8731	0.9774	407697.0844
22	0.9999	0.8767	0.9772	424801.0969
23	0.9999	0.8866	0.9766	441655.8666
24	1.0000	0.8842	0.9755	458572.2644
25	1.0000	0.8972	0.9752	475158.0899
26	1.0000	0.9022	0.9749	491793.8797
27	1.0000	0.9142	0.9745	508483.4428
28	1.0000	0.9157	0.9745	525400.7239
29	1.0000	0.9210	0.9741	542043.6623
30	1.0000	0.9238	0.9733	558816.3285
31	1.0000	0.9254	0.9725	575666.6520
32	1.0000	0.9321	0.9720	592618.4039
33	1.0000	0.9317	0.9713	609225.6236
34	1.0000	0.9402	0.9708	626104.7668
35	1.0000	0.9432	0.9702	643031.4910
36	1.0000	0.9494	0.9702	659647.4624
37	1.0000	0.9483	0.9698	676436.1334
38	1.0000	0.9568	0.9693	692862.8726
39	1.0000	0.9545	0.9693	709670.2120
40	1.0000	0.9610	0.9691	726271.9646
41	1.0000	0.9607	0.9687	743160.6119
42	1.0000	0.9595	0.9683	759990.9699
43	1.0000	0.9654	0.9681	776736.4819
44	1.0000	0.9660	0.9676	793696.5790
45	1.0000	0.9658	0.9673	810451.3032
46	1.0000	0.9674	0.9668	827049.6466
47	1.0000	0.9687	0.9668	843679.3237
48	1.0000	0.9719	0.9667	860055.1913
49	1.0000	0.9742	0.9665	876525.0053
50	1.0000	0.9703	0.9664	893108.2668
51	1.0000	0.9744	0.9663	909471.3528
52	1.0000	0.9730	0.9662	926146.0018
53	1.0000	0.9748	0.9661	942774.5445
54	1.0000	0.9780	0.9661	959296.0334
55	1.0000	0.9784	0.9660	975853.4782
56	1.0000	0.9768	0.9659	992239.6681
57	1.0000	0.9805	0.9657	1008944.7606
58	1.0000	0.9783	0.9652	1025697.3202
59	1.0000	0.9814	0.9650	1042229.0268
60	1.0000	0.9802	0.9646	1058863.0919
61	1.0000	0.9829	0.9646	1075530.2162
62	1.0000	0.9828	0.9643	1091928.2625
63	1.0000	0.9832	0.9641	1108427.7747
64	1.0000	0.9847	0.9641	1124993.2148
65	1.0000	0.9850	0.9641	1141523.2179
66	1.0000	0.9831	0.9640	1158153.7197
67	1.0000	0.9848	0.9640	1174657.7559
68	1.0000	0.9873	0.9640	1191628.7413
69	1.0000	0.9875	0.9640	1208604.1527
70	1.0000	0.9851	0.9640	1225295.4836
71	1.0000	0.9868	0.9641	1241955.4183
72	1.0000	0.9875	0.9641	1258499.9416
73	1.0000	0.9884	0.9640	1275058.2283
74	1.0000	0.9876	0.9639	1291690.8197
75	1.0000	0.9874	0.9638	1308367.8284
76	1.0000	0.9888	0.9637	1325005.8286
77	1.0000	0.9895	0.9637	1341535.2380
78	1.0000	0.9901	0.9637	1358040.4370
79	1.0000	0.9886	0.9637	1374699.5103
80	1.0000	0.9897	0.9637	1391504.2601
81	1.0000	0.9889	0.9636	1407968.1375
82	1.0000	0.9912	0.9634	1424696.2671
83	1.0000	0.9903	0.9633	1441479.4135
84	1.0000	0.9910	0.9632	1457969.0974
85	1.0000	0.9900	0.9632	1474943.6307
86	1.0000	0.9918	0.9632	1491693.6815
87	1.0000	0.9913	0.9632	1508658.5543
88	1.0000	0.9922	0.9632	1525545.3897
89	1.0000	0.9913	0.9631	1542193.5933
90	1.0000	0.9916	0.9631	1558751.2114
91	1.0000	0.9918	0.9630	1575400.2264
92	1.0000	0.9911	0.9630	1591921.5789
93	1.0000	0.9924	0.9629	1608862.3397
94	1.0000	0.9924	0.9629	1625540.4723
95	1.0000	0.9921	0.9628	1642344.5170
96	1.0000	0.9934	0.9627	1659361.5899
97	1.0000	0.9932	0.9627	1676233.3179
98	1.0000	0.9938	0.9627	1693120.8985
99	1.0000	0.9930	0.9626	1709651.5458
100	1.0000	0.9939	0.9625	1726509.9275
101	1.0000	0.9934	0.9625	1743208.3869
102	1.0000	0.9936	0.9625	1759932.0953
103	1.0000	0.9919	0.9623	1776790.6699
104	1.0000	0.9938	0.9623	1793479.8322
105	1.0000	0.9933	0.9623	1810263.4640
106	1.0000	0.9925	0.9622	1827281.8208
107	1.0000	0.9944	0.9621	1844224.2925
108	1.0000	0.9935	0.9619	1861350.7833
109	1.0000	0.9942	0.9619	1878406.6682
110	1.0000	0.9946	0.9619	1895582.9799
111	1.0000	0.9940	0.9619	1912707.9558
112	1.0000	0.9943	0.9618	1929569.3240
113	1.0000	0.9936	0.9617	1946489.9454
114	1.0000	0.9946	0.9618	1963490.7708
115	1.0000	0.9945	0.9617	1980384.6049
116	1.0000	0.9938	0.9616	1997550.8647
117	1.0000	0.9945	0.9616	2014709.3959
118	1.0000	0.9935	0.9616	2031672.0717
119	1.0000	0.9944	0.9616	2048647.4807
120	1.0000	0.9951	0.9615	2065697.8316
121	1.0000	0.9948	0.9615	2082647.2042
122	1.0000	0.9950	0.9615	2099760.9115
123	1.0000	0.9945	0.9615	2116562.7201
124	1.0000	0.9946	0.9614	2133678.7584
125	1.0000	0.9948	0.9614	2150780.4132
126	1.0000	0.9956	0.9613	2167834.5299
127	1.0000	0.9951	0.9613	2185386.8692
128	1.0000	0.9954	0.9613	2202598.1178
129	1.0000	0.9956	0.9613	2219937.2394
130	1.0000	0.9940	0.9612	2237402.2002
131	1.0000	0.9953	0.9612	2254760.8814
132	1.0000	0.9961	0.9611	2271842.1552
133	1.0000	0.9961	0.9611	2288849.9782
134	1.0000	0.9959	0.9610	2306024.6778
135	1.0000	0.9966	0.9609	2322855.3233
136	1.0000	0.9962	0.9609	2340057.6079
137	1.0000	0.9965	0.9608	2357081.4879
138	1.0000	0.9964	0.9608	2374151.2802
139	1.0000	0.9961	0.9608	2391228.5142
140	1.0000	0.9969	0.9607	2408420.7985
141	1.0000	0.9964	0.9607	2425532.0723
142	1.0000	0.9960	0.9607	2442489.8276
143	1.0000	0.9957	0.9607	2459941.4673
144	1.0000	0.9968	0.9606	2477376.7228
145	1.0000	0.9961	0.9606	2494839.5641
146	1.0000	0.9958	0.9606	2512404.4871
147	1.0000	0.9965	0.9606	2529769.0313
148	1.0000	0.9968	0.9606	2546733.1388
149	1.0000	0.9951	0.9606	2564111.9838
150	1.0000	0.9973	0.9606	2581585.6571
151	1.0000	0.9973	0.9606	2598672.8945
152	1.0000	0.9971	0.9606	2616134.1245
153	1.0000	0.9974	0.9605	2633727.5314
154	1.0000	0.9971	0.9605	2650856.9908
155	1.0000	0.9971	0.9605	2667838.6548
156	1.0000	0.9973	0.9605	2684567.0433
157	1.0000	0.9969	0.9605	2701027.2677
158	1.0000	0.9969	0.9605	2718126.9066
159	1.0000	0.9963	0.9605	2734977.9031
160	1.0000	0.9970	0.9604	2751980.9167
161	1.0000	0.9975	0.9604	2768997.4878
162	1.0000	0.9961	0.9603	2785938.3609
163	1.0000	0.9965	0.9603	2802886.9972
164	1.0000	0.9975	0.9603	2820030.3586
165	1.0000	0.9977	0.9603	2836938.6969
166	1.0000	0.9969	0.9602	2853740.6771
167	1.0000	0.9979	0.9602	2871052.1324
168	1.0000	0.9973	0.9602	2888118.1328
169	1.0000	0.9974	0.9602	2905049.1960
170	1.0000	0.9977	0.9602	2921947.4432
171	1.0000	0.9976	0.9602	2938923.1989
172	1.0000	0.9973	0.9602	2956201.7288
173	1.0000	0.9977	0.9601	2973223.5956
174	1.0000	0.9976	0.9601	2990336.4568
175	1.0000	0.9980	0.9601	3007477.1311
176	1.0000	0.9979	0.9601	3024344.6052
177	1.0000	0.9972	0.9601	3041758.0214
178	1.0000	0.9975	0.9601	3058903.3804
179	1.0000	0.9978	0.9601	3076191.5352
180	1.0000	0.9983	0.9601	3093097.7032
181	1.0000	0.9975	0.9601	3110527.8640
182	1.0000	0.9975	0.9601	3128045.0253
183	1.0000	0.9975	0.9601	3145872.1097
184	1.0000	0.9979	0.9601	3163136.9042
185	1.0000	0.9978	0.9599	3180835.3729
186	1.0000	0.9982	0.9599	3198347.3260
187	1.0000	0.9979	0.9599	3216100.9905
188	1.0000	0.9975	0.9599	3233715.3566
189	1.0000	0.9980	0.9599	3251138.9863
190	1.0000	0.9984	0.9599	3268447.8135
191	1.0000	0.9978	0.9598	3285645.8423
192	1.0000	0.9979	0.9598	3302980.2287
193	1.0000	0.9977	0.9598	3320132.4999
194	1.0000	0.9981	0.9598	3337653.0802
195	1.0000	0.9960	0.9598	3354993.3341
196	1.0000	0.9980	0.9598	3372577.6148
197	1.0000	0.9974	0.9598	3390385.1078
198	1.0000	0.9970	0.9598	3407901.3615
199	1.0000	0.9983	0.9598	3425563.6258
Pos: [7.706277342362798, 7.706277254116202, 2.193280051615336]

Run: 2
Iter	Gbest	AvrFit	Diver	ETime	
0	0.9792	0.1767	1.0000	30444.0923
1	0.9792	0.2793	1.0000	48245.7678
2	0.9959	0.3706	1.0000	65850.4586
3	0.9959	0.4281	0.9990	83676.1663
4	0.9962	0.4769	0.9996	100993.4320
5	0.9962	0.5134	0.9997	118258.0094
6	0.9962	0.5740	0.9994	135172.2021
7	0.9962	0.5970	0.9992	152142.1554
8	0.9986	0.6329	0.9988	168914.4735
9	0.9991	0.6596	0.9982	185771.2348
10	0.9991	0.6967	0.9980	202503.0549
11	0.9991	0.6996	0.9979	219229.8996
12	0.9991	0.7309	0.9962	235692.7319
13	0.9994	0.7393	0.9961	252467.6499
14	0.9998	0.7590	0.9950	269060.1888
15	0.9998	0.7812	0.9943	285838.3822
16	0.9998	0.8032	0.9931	302633.3263
17	0.9998	0.8188	0.9930	319300.0216
18	0.9999	0.8239	0.9918	335818.1884
19	0.9999	0.8406	0.9906	352401.5427
20	0.9999	0.8522	0.9896	368942.5905
21	0.9999	0.8605	0.9884	385370.4093
22	0.9999	0.8729	0.9884	401823.9489
23	0.9999	0.8789	0.9878	418136.0533
24	0.9999	0.8813	0.9867	434370.9185
25	0.9999	0.8906	0.9861	450854.8629
26	0.9999	0.8990	0.9854	467207.1748
27	0.9999	0.9074	0.9847	483879.6732
28	0.9999	0.9150	0.9842	500013.2163
29	1.0000	0.9175	0.9832	516010.9322
30	1.0000	0.9211	0.9828	532187.5918
31	1.0000	0.9232	0.9822	548785.9471
32	1.0000	0.9346	0.9818	564849.8514
33	1.0000	0.9369	0.9818	581188.8437
34	1.0000	0.9420	0.9813	597298.7223
35	1.0000	0.9409	0.9807	613630.3978
36	1.0000	0.9432	0.9804	629790.5095
37	1.0000	0.9471	0.9799	645986.5694
38	1.0000	0.9513	0.9795	662119.9069
39	1.0000	0.9517	0.9795	678326.7038
40	1.0000	0.9560	0.9786	694336.9732
41	1.0000	0.9583	0.9784	710707.3989
42	1.0000	0.9576	0.9780	727006.9432
43	1.0000	0.9622	0.9778	743265.2495
44	1.0000	0.9640	0.9775	759499.0473
45	1.0000	0.9660	0.9775	775612.6087
46	1.0000	0.9671	0.9768	791759.1293
47	1.0000	0.9673	0.9765	807703.6064
48	1.0000	0.9694	0.9762	823695.8163
49	1.0000	0.9703	0.9759	840233.1524
50	1.0000	0.9734	0.9757	856411.2070
51	1.0000	0.9723	0.9756	872619.4870
52	1.0000	0.9759	0.9752	888939.0280
53	1.0000	0.9772	0.9749	905231.7622
54	1.0000	0.9770	0.9749	921519.1345
55	1.0000	0.9787	0.9748	937794.8923
56	1.0000	0.9791	0.9745	953976.1033
57	1.0000	0.9787	0.9743	970294.1432
58	1.0000	0.9784	0.9738	986554.2507
59	1.0000	0.9820	0.9735	1002902.5278
60	1.0000	0.9820	0.9733	1019877.7518
61	1.0000	0.9834	0.9730	1036808.1963
62	1.0000	0.9838	0.9730	1053805.6474
63	1.0000	0.9828	0.9729	1071373.4703
64	1.0000	0.9839	0.9727	1089518.5509
65	1.0000	0.9843	0.9727	1107194.5977
66	1.0000	0.9851	0.9724	1124784.6508
67	1.0000	0.9868	0.9722	1140925.2102
68	1.0000	0.9871	0.9720	1156868.5215
69	1.0000	0.9868	0.9720	1173283.0207
70	1.0000	0.9874	0.9719	1189754.2219
71	1.0000	0.9867	0.9718	1205981.1258
72	1.0000	0.9879	0.9717	1222173.7347
73	1.0000	0.9876	0.9716	1238344.3382
74	1.0000	0.9884	0.9715	1254448.1709
75	1.0000	0.9881	0.9714	1270743.1207
76	1.0000	0.9875	0.9714	1287188.9906
77	1.0000	0.9886	0.9713	1303442.8871
78	1.0000	0.9885	0.9713	1319554.2133
79	1.0000	0.9888	0.9712	1335905.7701
80	1.0000	0.9874	0.9712	1352310.2942
81	1.0000	0.9892	0.9711	1368822.8481
