ID: CF3	Date: 2018-06-14 22:21:21	Runs: 1
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
0	-1055.7633	-1918.3963	1.0000	6462.8251
1	-1015.0176	-1850.0720	0.9937	10023.9153
2	-895.9015	-1805.3857	0.9926	13287.5862
3	-895.9015	-1759.2057	1.0000	16448.4298
4	-849.8047	-1707.1768	1.0000	19648.1431
5	-849.8047	-1688.6004	1.0000	22752.8057
6	-726.8671	-1632.4565	1.0000	25943.0778
7	-586.0594	-1569.1286	1.0000	29304.8115
8	-586.0594	-1559.7055	1.0000	32585.7022
9	-586.0594	-1505.2299	0.9954	36082.3314
10	-586.0594	-1462.3351	0.9893	39018.6675
11	-578.9226	-1447.2292	0.9908	42328.5789
12	-578.9226	-1411.0909	0.9923	45298.8508
13	-524.2629	-1396.4977	0.9871	48398.2239
14	-387.1054	-1354.0078	0.9840	51652.1194
15	-387.1054	-1322.2574	0.9833	54723.8858
16	-387.1054	-1308.8886	0.9821	57932.3881
17	-387.1054	-1292.5363	0.9798	60943.5503
18	-387.1054	-1254.2048	0.9813	64196.4850
19	-387.1054	-1229.9444	0.9787	70675.1444
20	-387.1054	-1206.7686	0.9765	77122.5564
21	-387.1054	-1181.9768	0.9747	83549.8784
22	-387.1054	-1177.9640	0.9719	89901.1419
23	-387.1054	-1150.7319	0.9702	96207.6509
24	-387.1054	-1107.9684	0.9669	100365.9513
25	-387.1054	-1116.3484	0.9633	105311.7249
26	-387.1054	-1090.5884	0.9574	111712.6276
27	-387.1054	-1090.7741	0.9557	118134.6374
28	-357.4806	-1049.7565	0.9450	124700.0594
29	-357.4806	-1039.9350	0.9397	131227.1953
30	-357.4806	-1023.1629	0.9417	137697.1450
31	-338.6718	-1006.4301	0.9378	144121.3109
32	-338.6718	-987.1456	0.9329	150581.8732
33	-338.6718	-990.0304	0.9282	157127.2602
34	-338.6718	-971.2172	0.9191	163613.9984
35	-338.6718	-970.0910	0.9109	169946.0514
36	-338.6718	-943.7406	0.9050	176194.1030
37	-338.6718	-951.7003	0.9010	182587.4724
38	-338.6718	-923.8269	0.8968	189089.7031
39	-338.6718	-913.3498	0.8913	195569.1631
40	-338.6718	-900.0043	0.8870	201915.3476
41	-338.6718	-902.5893	0.8866	208219.1586
42	-338.6718	-898.2068	0.8891	214554.1215
43	-338.6718	-875.1920	0.8901	221006.9227
44	-338.6718	-854.6904	0.8866	227447.9616
45	-338.6718	-845.5886	0.8826	233878.0875
46	-338.6718	-861.7407	0.8772	240157.2740
47	-338.6718	-860.0136	0.8744	246508.7943
48	-338.6718	-852.9685	0.8743	252978.7004
49	-338.6718	-843.5802	0.8723	259480.4096
50	-338.6718	-824.8181	0.8698	265815.6636
51	-263.7613	-840.6362	0.8631	272159.9519
52	-263.7613	-827.2137	0.8618	278570.3938
53	-263.7613	-813.2786	0.8594	285081.6276
54	-263.7613	-806.0127	0.8583	291577.0512
55	-263.7613	-782.9710	0.8549	297927.5069
